ลำดับที่,รหัสสถานี,ที่ตั้งสถานี,จังหวัด,วันที่ตรวจวัดสภาพอากาศ,ค่าตรวจวัด,ประเภทข้อมูล
28,552401,ฉวาง,นครศรีธรรมราช,4/7/2016,80.00,ความชื้นสัมพัทธ์
29,552401,ฉวาง,นครศรีธรรมราช,4/7/2016,8.00,ความเร็วลมสุงสุด
30,552401,ฉวาง,นครศรีธรรมราช,4/7/2016,0.00,ปริมาณฝน
31,552401,ฉวาง,นครศรีธรรมราช,5/5/2016,79.00,ความชื้นสัมพัทธ์
32,552401,ฉวาง,นครศรีธรรมราช,5/5/2016,15.00,ความเร็วลมสุงสุด
33,552401,ฉวาง,นครศรีธรรมราช,5/5/2016,0.00,ปริมาณฝน
34,552401,ฉวาง,นครศรีธรรมราช,5/6/2016,77.00,ความชื้นสัมพัทธ์
35,552401,ฉวาง,นครศรีธรรมราช,5/6/2016,6.00,ความเร็วลมสุงสุด
36,552401,ฉวาง,นครศรีธรรมราช,5/6/2016,0.00,ปริมาณฝน
37,552401,ฉวาง,นครศรีธรรมราช,7/1/2016,81.00,ความชื้นสัมพัทธ์
38,552401,ฉวาง,นครศรีธรรมราช,7/1/2016,5.00,ความเร็วลมสุงสุด
39,552401,ฉวาง,นครศรีธรรมราช,7/1/2016,0.00,ปริมาณฝน
40,552401,ฉวาง,นครศรีธรรมราช,7/2/2016,81.00,ความชื้นสัมพัทธ์
41,552401,ฉวาง,นครศรีธรรมราช,7/2/2016,16.00,ความเร็วลมสุงสุด
42,552401,ฉวาง,นครศรีธรรมราช,7/2/2016,0.00,ปริมาณฝน
43,552401,ฉวาง,นครศรีธรรมราช,7/4/2016,71.00,ความชื้นสัมพัทธ์
44,552401,ฉวาง,นครศรีธรรมราช,7/4/2016,8.00,ความเร็วลมสุงสุด
45,552401,ฉวาง,นครศรีธรรมราช,7/4/2016,0.00,ปริมาณฝน
46,552401,ฉวาง,นครศรีธรรมราช,7/9/2016,89.00,ความชื้นสัมพัทธ์
47,552401,ฉวาง,นครศรีธรรมราช,7/9/2016,10.00,ความเร็วลมสุงสุด
48,552401,ฉวาง,นครศรีธรรมราช,7/9/2016,0.00,ปริมาณฝน
49,552401,ฉวาง,นครศรีธรรมราช,8/1/2016,81.00,ความชื้นสัมพัทธ์
50,552401,ฉวาง,นครศรีธรรมราช,8/1/2016,5.00,ความเร็วลมสุงสุด
51,552401,ฉวาง,นครศรีธรรมราช,8/1/2016,0.00,ปริมาณฝน
52,552401,ฉวาง,นครศรีธรรมราช,8/2/2016,72.00,ความชื้นสัมพัทธ์
53,552401,ฉวาง,นครศรีธรรมราช,8/2/2016,16.00,ความเร็วลมสุงสุด
54,552401,ฉวาง,นครศรีธรรมราช,8/2/2016,0.00,ปริมาณฝน
55,552401,ฉวาง,นครศรีธรรมราช,8/12/2016,87.00,ความชื้นสัมพัทธ์
56,552401,ฉวาง,นครศรีธรรมราช,8/12/2016,12.00,ความเร็วลมสุงสุด
57,552401,ฉวาง,นครศรีธรรมราช,8/12/2016,24.30,ปริมาณฝน
58,552401,ฉวาง,นครศรีธรรมราช,9/3/2016,72.00,ความชื้นสัมพัทธ์
59,552401,ฉวาง,นครศรีธรรมราช,9/3/2016,5.00,ความเร็วลมสุงสุด
60,552401,ฉวาง,นครศรีธรรมราช,9/3/2016,0.00,ปริมาณฝน
61,552401,ฉวาง,นครศรีธรรมราช,9/6/2016,78.00,ความชื้นสัมพัทธ์
62,552401,ฉวาง,นครศรีธรรมราช,9/6/2016,5.00,ความเร็วลมสุงสุด
63,552401,ฉวาง,นครศรีธรรมราช,9/6/2016,0.00,ปริมาณฝน
64,552401,ฉวาง,นครศรีธรรมราช,9/12/2016,85.00,ความชื้นสัมพัทธ์
65,552401,ฉวาง,นครศรีธรรมราช,9/12/2016,9.00,ความเร็วลมสุงสุด
66,552401,ฉวาง,นครศรีธรรมราช,9/12/2016,6.90,ปริมาณฝน
67,552401,ฉวาง,นครศรีธรรมราช,10/10/2016,86.00,ความชื้นสัมพัทธ์
68,552401,ฉวาง,นครศรีธรรมราช,10/10/2016,13.00,ความเร็วลมสุงสุด
69,552401,ฉวาง,นครศรีธรรมราช,10/10/2016,0.00,ปริมาณฝน
70,552401,ฉวาง,นครศรีธรรมราช,11/3/2016,70.00,ความชื้นสัมพัทธ์
71,552401,ฉวาง,นครศรีธรรมราช,11/3/2016,7.00,ความเร็วลมสุงสุด
72,552401,ฉวาง,นครศรีธรรมราช,11/3/2016,0.00,ปริมาณฝน
73,552401,ฉวาง,นครศรีธรรมราช,11/11/2016,84.00,ความชื้นสัมพัทธ์
74,552401,ฉวาง,นครศรีธรรมราช,11/11/2016,14.00,ความเร็วลมสุงสุด
75,552401,ฉวาง,นครศรีธรรมราช,11/11/2016,0.00,ปริมาณฝน
76,552401,ฉวาง,นครศรีธรรมราช,12/3/2016,71.00,ความชื้นสัมพัทธ์
77,552401,ฉวาง,นครศรีธรรมราช,12/3/2016,12.00,ความเร็วลมสุงสุด
78,552401,ฉวาง,นครศรีธรรมราช,12/3/2016,0.00,ปริมาณฝน
79,552401,ฉวาง,นครศรีธรรมราช,12/4/2016,67.00,ความชื้นสัมพัทธ์
80,552401,ฉวาง,นครศรีธรรมราช,12/4/2016,10.00,ความเร็วลมสุงสุด
81,552401,ฉวาง,นครศรีธรรมราช,12/4/2016,0.00,ปริมาณฝน
82,552401,ฉวาง,นครศรีธรรมราช,12/11/2016,86.00,ความชื้นสัมพัทธ์
83,552401,ฉวาง,นครศรีธรรมราช,12/11/2016,8.00,ความเร็วลมสุงสุด
84,552401,ฉวาง,นครศรีธรรมราช,12/11/2016,0.00,ปริมาณฝน
85,552401,ฉวาง,นครศรีธรรมราช,13/1/2016,76.00,ความชื้นสัมพัทธ์
86,552401,ฉวาง,นครศรีธรรมราช,13/1/2016,7.00,ความเร็วลมสุงสุด
87,552401,ฉวาง,นครศรีธรรมราช,13/1/2016,0.00,ปริมาณฝน
88,552401,ฉวาง,นครศรีธรรมราช,13/3/2016,74.00,ความชื้นสัมพัทธ์
89,552401,ฉวาง,นครศรีธรรมราช,13/3/2016,6.00,ความเร็วลมสุงสุด
90,552401,ฉวาง,นครศรีธรรมราช,13/3/2016,0.00,ปริมาณฝน
91,552401,ฉวาง,นครศรีธรรมราช,13/4/2016,71.00,ความชื้นสัมพัทธ์
92,552401,ฉวาง,นครศรีธรรมราช,13/4/2016,6.00,ความเร็วลมสุงสุด
93,552401,ฉวาง,นครศรีธรรมราช,13/4/2016,0.00,ปริมาณฝน
94,552401,ฉวาง,นครศรีธรรมราช,14/3/2016,72.00,ความชื้นสัมพัทธ์
95,552401,ฉวาง,นครศรีธรรมราช,14/3/2016,7.00,ความเร็วลมสุงสุด
96,552401,ฉวาง,นครศรีธรรมราช,14/3/2016,0.00,ปริมาณฝน
97,552401,ฉวาง,นครศรีธรรมราช,14/5/2016,78.00,ความชื้นสัมพัทธ์
98,552401,ฉวาง,นครศรีธรรมราช,14/5/2016,6.00,ความเร็วลมสุงสุด
99,552401,ฉวาง,นครศรีธรรมราช,14/5/2016,0.00,ปริมาณฝน
100,552401,ฉวาง,นครศรีธรรมราช,14/9/2016,82.00,ความชื้นสัมพัทธ์
101,552401,ฉวาง,นครศรีธรรมราช,14/9/2016,14.00,ความเร็วลมสุงสุด
102,552401,ฉวาง,นครศรีธรรมราช,14/9/2016,0.00,ปริมาณฝน
103,552401,ฉวาง,นครศรีธรรมราช,15/3/2016,73.00,ความชื้นสัมพัทธ์
104,552401,ฉวาง,นครศรีธรรมราช,15/3/2016,12.00,ความเร็วลมสุงสุด
105,552401,ฉวาง,นครศรีธรรมราช,15/3/2016,0.00,ปริมาณฝน
106,552401,ฉวาง,นครศรีธรรมราช,15/4/2016,67.00,ความชื้นสัมพัทธ์
107,552401,ฉวาง,นครศรีธรรมราช,15/4/2016,9.00,ความเร็วลมสุงสุด
108,552401,ฉวาง,นครศรีธรรมราช,15/4/2016,0.00,ปริมาณฝน
109,552401,ฉวาง,นครศรีธรรมราช,15/6/2016,83.00,ความชื้นสัมพัทธ์
110,552401,ฉวาง,นครศรีธรรมราช,15/6/2016,7.00,ความเร็วลมสุงสุด
111,552401,ฉวาง,นครศรีธรรมราช,15/6/2016,0.00,ปริมาณฝน
112,552401,ฉวาง,นครศรีธรรมราช,15/7/2016,83.00,ความชื้นสัมพัทธ์
113,552401,ฉวาง,นครศรีธรรมราช,15/7/2016,8.00,ความเร็วลมสุงสุด
114,552401,ฉวาง,นครศรีธรรมราช,15/7/2016,0.00,ปริมาณฝน
115,552401,ฉวาง,นครศรีธรรมราช,1/8/2016,81.00,ความชื้นสัมพัทธ์
116,552401,ฉวาง,นครศรีธรรมราช,1/8/2016,10.00,ความเร็วลมสุงสุด
117,552401,ฉวาง,นครศรีธรรมราช,1/8/2016,0.00,ปริมาณฝน
118,552401,ฉวาง,นครศรีธรรมราช,1/9/2016,81.00,ความชื้นสัมพัทธ์
119,552401,ฉวาง,นครศรีธรรมราช,1/9/2016,7.00,ความเร็วลมสุงสุด
120,552401,ฉวาง,นครศรีธรรมราช,1/9/2016,0.00,ปริมาณฝน
121,552401,ฉวาง,นครศรีธรรมราช,1/11/2016,89.00,ความชื้นสัมพัทธ์
122,552401,ฉวาง,นครศรีธรรมราช,1/11/2016,3.00,ความเร็วลมสุงสุด
123,552401,ฉวาง,นครศรีธรรมราช,1/11/2016,0.00,ปริมาณฝน
124,552401,ฉวาง,นครศรีธรรมราช,2/3/2016,75.00,ความชื้นสัมพัทธ์
125,552401,ฉวาง,นครศรีธรรมราช,2/3/2016,5.00,ความเร็วลมสุงสุด
126,552401,ฉวาง,นครศรีธรรมราช,2/3/2016,0.00,ปริมาณฝน
127,552401,ฉวาง,นครศรีธรรมราช,2/7/2016,83.00,ความชื้นสัมพัทธ์
128,552401,ฉวาง,นครศรีธรรมราช,2/7/2016,8.00,ความเร็วลมสุงสุด
129,552401,ฉวาง,นครศรีธรรมราช,2/7/2016,0.00,ปริมาณฝน
130,552401,ฉวาง,นครศรีธรรมราช,2/8/2016,88.00,ความชื้นสัมพัทธ์
131,552401,ฉวาง,นครศรีธรรมราช,2/8/2016,6.00,ความเร็วลมสุงสุด
132,552401,ฉวาง,นครศรีธรรมราช,2/8/2016,0.00,ปริมาณฝน
133,552401,ฉวาง,นครศรีธรรมราช,2/10/2016,86.00,ความชื้นสัมพัทธ์
134,552401,ฉวาง,นครศรีธรรมราช,2/10/2016,5.00,ความเร็วลมสุงสุด
135,552401,ฉวาง,นครศรีธรรมราช,2/10/2016,0.00,ปริมาณฝน
136,552401,ฉวาง,นครศรีธรรมราช,3/1/2016,80.00,ความชื้นสัมพัทธ์
137,552401,ฉวาง,นครศรีธรรมราช,3/1/2016,6.00,ความเร็วลมสุงสุด
138,552401,ฉวาง,นครศรีธรรมราช,3/1/2016,0.00,ปริมาณฝน
139,552401,ฉวาง,นครศรีธรรมราช,4/3/2016,72.00,ความชื้นสัมพัทธ์
140,552401,ฉวาง,นครศรีธรรมราช,4/3/2016,12.00,ความเร็วลมสุงสุด
141,552401,ฉวาง,นครศรีธรรมราช,4/3/2016,0.00,ปริมาณฝน
142,552401,ฉวาง,นครศรีธรรมราช,5/2/2016,87.00,ความชื้นสัมพัทธ์
143,552401,ฉวาง,นครศรีธรรมราช,5/2/2016,5.00,ความเร็วลมสุงสุด
144,552401,ฉวาง,นครศรีธรรมราช,5/2/2016,0.00,ปริมาณฝน
145,552401,ฉวาง,นครศรีธรรมราช,5/7/2016,82.00,ความชื้นสัมพัทธ์
146,552401,ฉวาง,นครศรีธรรมราช,5/7/2016,9.00,ความเร็วลมสุงสุด
147,552401,ฉวาง,นครศรีธรรมราช,5/7/2016,0.00,ปริมาณฝน
148,552401,ฉวาง,นครศรีธรรมราช,5/8/2016,80.00,ความชื้นสัมพัทธ์
149,552401,ฉวาง,นครศรีธรรมราช,5/8/2016,12.00,ความเร็วลมสุงสุด
150,552401,ฉวาง,นครศรีธรรมราช,5/8/2016,0.00,ปริมาณฝน
151,552401,ฉวาง,นครศรีธรรมราช,5/11/2016,90.00,ความชื้นสัมพัทธ์
152,552401,ฉวาง,นครศรีธรรมราช,5/11/2016,8.00,ความเร็วลมสุงสุด
153,552401,ฉวาง,นครศรีธรรมราช,5/11/2016,0.00,ปริมาณฝน
154,552401,ฉวาง,นครศรีธรรมราช,6/2/2016,83.00,ความชื้นสัมพัทธ์
155,552401,ฉวาง,นครศรีธรรมราช,6/2/2016,15.00,ความเร็วลมสุงสุด
156,552401,ฉวาง,นครศรีธรรมราช,6/2/2016,11.90,ปริมาณฝน
157,552401,ฉวาง,นครศรีธรรมราช,6/4/2016,75.00,ความชื้นสัมพัทธ์
158,552401,ฉวาง,นครศรีธรรมราช,6/4/2016,10.00,ความเร็วลมสุงสุด
159,552401,ฉวาง,นครศรีธรรมราช,6/4/2016,0.00,ปริมาณฝน
160,552401,ฉวาง,นครศรีธรรมราช,6/8/2016,86.00,ความชื้นสัมพัทธ์
161,552401,ฉวาง,นครศรีธรรมราช,6/8/2016,11.00,ความเร็วลมสุงสุด
162,552401,ฉวาง,นครศรีธรรมราช,6/8/2016,9.00,ปริมาณฝน
163,552401,ฉวาง,นครศรีธรรมราช,7/3/2016,71.00,ความชื้นสัมพัทธ์
164,552401,ฉวาง,นครศรีธรรมราช,7/3/2016,13.00,ความเร็วลมสุงสุด
165,552401,ฉวาง,นครศรีธรรมราช,7/3/2016,0.00,ปริมาณฝน
166,552401,ฉวาง,นครศรีธรรมราช,8/4/2016,70.00,ความชื้นสัมพัทธ์
167,552401,ฉวาง,นครศรีธรรมราช,8/4/2016,6.00,ความเร็วลมสุงสุด
168,552401,ฉวาง,นครศรีธรรมราช,8/4/2016,0.00,ปริมาณฝน
169,552401,ฉวาง,นครศรีธรรมราช,8/6/2016,84.00,ความชื้นสัมพัทธ์
170,552401,ฉวาง,นครศรีธรรมราช,8/6/2016,5.00,ความเร็วลมสุงสุด
171,552401,ฉวาง,นครศรีธรรมราช,8/6/2016,1.70,ปริมาณฝน
172,552401,ฉวาง,นครศรีธรรมราช,8/7/2016,90.00,ความชื้นสัมพัทธ์
173,552401,ฉวาง,นครศรีธรรมราช,8/7/2016,23.00,ความเร็วลมสุงสุด
174,552401,ฉวาง,นครศรีธรรมราช,8/7/2016,45.00,ปริมาณฝน
175,552401,ฉวาง,นครศรีธรรมราช,8/10/2016,92.00,ความชื้นสัมพัทธ์
176,552401,ฉวาง,นครศรีธรรมราช,8/10/2016,5.00,ความเร็วลมสุงสุด
177,552401,ฉวาง,นครศรีธรรมราช,8/10/2016,15.10,ปริมาณฝน
178,552401,ฉวาง,นครศรีธรรมราช,8/11/2016,87.00,ความชื้นสัมพัทธ์
179,552401,ฉวาง,นครศรีธรรมราช,8/11/2016,4.00,ความเร็วลมสุงสุด
180,552401,ฉวาง,นครศรีธรรมราช,8/11/2016,0.00,ปริมาณฝน
181,552401,ฉวาง,นครศรีธรรมราช,9/8/2016,83.00,ความชื้นสัมพัทธ์
182,552401,ฉวาง,นครศรีธรรมราช,9/8/2016,19.00,ความเร็วลมสุงสุด
183,552401,ฉวาง,นครศรีธรรมราช,9/8/2016,0.00,ปริมาณฝน
184,552401,ฉวาง,นครศรีธรรมราช,9/9/2016,83.00,ความชื้นสัมพัทธ์
185,552401,ฉวาง,นครศรีธรรมราช,9/9/2016,10.00,ความเร็วลมสุงสุด
186,552401,ฉวาง,นครศรีธรรมราช,9/9/2016,10.30,ปริมาณฝน
187,552401,ฉวาง,นครศรีธรรมราช,10/5/2016,75.00,ความชื้นสัมพัทธ์
188,552401,ฉวาง,นครศรีธรรมราช,10/5/2016,8.00,ความเร็วลมสุงสุด
189,552401,ฉวาง,นครศรีธรรมราช,10/5/2016,0.00,ปริมาณฝน
190,552401,ฉวาง,นครศรีธรรมราช,10/6/2016,76.00,ความชื้นสัมพัทธ์
191,552401,ฉวาง,นครศรีธรรมราช,10/6/2016,7.00,ความเร็วลมสุงสุด
192,552401,ฉวาง,นครศรีธรรมราช,10/6/2016,0.00,ปริมาณฝน
193,552401,ฉวาง,นครศรีธรรมราช,10/7/2016,92.00,ความชื้นสัมพัทธ์
194,552401,ฉวาง,นครศรีธรรมราช,10/7/2016,18.00,ความเร็วลมสุงสุด
195,552401,ฉวาง,นครศรีธรรมราช,10/7/2016,14.10,ปริมาณฝน
196,552401,ฉวาง,นครศรีธรรมราช,11/4/2016,67.00,ความชื้นสัมพัทธ์
197,552401,ฉวาง,นครศรีธรรมราช,11/4/2016,9.00,ความเร็วลมสุงสุด
198,552401,ฉวาง,นครศรีธรรมราช,11/4/2016,0.00,ปริมาณฝน
199,552401,ฉวาง,นครศรีธรรมราช,11/5/2016,70.00,ความชื้นสัมพัทธ์
200,552401,ฉวาง,นครศรีธรรมราช,11/5/2016,9.00,ความเร็วลมสุงสุด
201,552401,ฉวาง,นครศรีธรรมราช,11/5/2016,0.00,ปริมาณฝน
202,552401,ฉวาง,นครศรีธรรมราช,11/6/2016,77.00,ความชื้นสัมพัทธ์
203,552401,ฉวาง,นครศรีธรรมราช,11/6/2016,11.00,ความเร็วลมสุงสุด
204,552401,ฉวาง,นครศรีธรรมราช,11/6/2016,0.00,ปริมาณฝน
205,552401,ฉวาง,นครศรีธรรมราช,11/12/2016,86.00,ความชื้นสัมพัทธ์
206,552401,ฉวาง,นครศรีธรรมราช,11/12/2016,10.00,ความเร็วลมสุงสุด
207,552401,ฉวาง,นครศรีธรรมราช,11/12/2016,1.40,ปริมาณฝน
208,552401,ฉวาง,นครศรีธรรมราช,12/1/2016,77.00,ความชื้นสัมพัทธ์
209,552401,ฉวาง,นครศรีธรรมราช,12/1/2016,11.00,ความเร็วลมสุงสุด
210,552401,ฉวาง,นครศรีธรรมราช,12/1/2016,0.00,ปริมาณฝน
211,552401,ฉวาง,นครศรีธรรมราช,12/2/2016,76.00,ความชื้นสัมพัทธ์
212,552401,ฉวาง,นครศรีธรรมราช,12/2/2016,13.00,ความเร็วลมสุงสุด
213,552401,ฉวาง,นครศรีธรรมราช,12/2/2016,0.00,ปริมาณฝน
214,552401,ฉวาง,นครศรีธรรมราช,12/6/2016,79.00,ความชื้นสัมพัทธ์
215,552401,ฉวาง,นครศรีธรรมราช,12/6/2016,0.00,ความเร็วลมสุงสุด
216,552401,ฉวาง,นครศรีธรรมราช,12/6/2016,0.00,ปริมาณฝน
217,552401,ฉวาง,นครศรีธรรมราช,12/8/2016,91.00,ความชื้นสัมพัทธ์
218,552401,ฉวาง,นครศรีธรรมราช,12/8/2016,14.00,ความเร็วลมสุงสุด
219,552401,ฉวาง,นครศรีธรรมราช,12/8/2016,27.80,ปริมาณฝน
220,552401,ฉวาง,นครศรีธรรมราช,12/12/2016,82.00,ความชื้นสัมพัทธ์
221,552401,ฉวาง,นครศรีธรรมราช,12/12/2016,9.00,ความเร็วลมสุงสุด
222,552401,ฉวาง,นครศรีธรรมราช,12/12/2016,0.00,ปริมาณฝน
223,552401,ฉวาง,นครศรีธรรมราช,13/2/2016,75.00,ความชื้นสัมพัทธ์
224,552401,ฉวาง,นครศรีธรรมราช,13/2/2016,8.00,ความเร็วลมสุงสุด
225,552401,ฉวาง,นครศรีธรรมราช,13/2/2016,0.00,ปริมาณฝน
226,552401,ฉวาง,นครศรีธรรมราช,13/12/2016,81.00,ความชื้นสัมพัทธ์
227,552401,ฉวาง,นครศรีธรรมราช,13/12/2016,8.00,ความเร็วลมสุงสุด
228,552401,ฉวาง,นครศรีธรรมราช,13/12/2016,0.00,ปริมาณฝน
229,552401,ฉวาง,นครศรีธรรมราช,14/1/2016,80.00,ความชื้นสัมพัทธ์
230,552401,ฉวาง,นครศรีธรรมราช,14/1/2016,8.00,ความเร็วลมสุงสุด
231,552401,ฉวาง,นครศรีธรรมราช,14/1/2016,0.00,ปริมาณฝน
232,552401,ฉวาง,นครศรีธรรมราช,14/4/2016,66.00,ความชื้นสัมพัทธ์
233,552401,ฉวาง,นครศรีธรรมราช,14/4/2016,5.00,ความเร็วลมสุงสุด
234,552401,ฉวาง,นครศรีธรรมราช,14/4/2016,0.00,ปริมาณฝน
235,552401,ฉวาง,นครศรีธรรมราช,1/4/2016,70.00,ความชื้นสัมพัทธ์
236,552401,ฉวาง,นครศรีธรรมราช,1/4/2016,8.00,ความเร็วลมสุงสุด
237,552401,ฉวาง,นครศรีธรรมราช,1/4/2016,0.00,ปริมาณฝน
238,552401,ฉวาง,นครศรีธรรมราช,1/12/2016,95.00,ความชื้นสัมพัทธ์
239,552401,ฉวาง,นครศรีธรรมราช,1/12/2016,5.00,ความเร็วลมสุงสุด
240,552401,ฉวาง,นครศรีธรรมราช,1/12/2016,0.00,ปริมาณฝน
241,552401,ฉวาง,นครศรีธรรมราช,2/2/2016,80.00,ความชื้นสัมพัทธ์
242,552401,ฉวาง,นครศรีธรรมราช,2/2/2016,14.00,ความเร็วลมสุงสุด
243,552401,ฉวาง,นครศรีธรรมราช,2/2/2016,0.00,ปริมาณฝน
244,552401,ฉวาง,นครศรีธรรมราช,3/7/2016,85.00,ความชื้นสัมพัทธ์
245,552401,ฉวาง,นครศรีธรรมราช,3/7/2016,8.00,ความเร็วลมสุงสุด
246,552401,ฉวาง,นครศรีธรรมราช,3/7/2016,0.00,ปริมาณฝน
247,552401,ฉวาง,นครศรีธรรมราช,3/8/2016,90.00,ความชื้นสัมพัทธ์
248,552401,ฉวาง,นครศรีธรรมราช,3/8/2016,16.00,ความเร็วลมสุงสุด
249,552401,ฉวาง,นครศรีธรรมราช,3/8/2016,0.00,ปริมาณฝน
250,552401,ฉวาง,นครศรีธรรมราช,3/9/2016,85.00,ความชื้นสัมพัทธ์
251,552401,ฉวาง,นครศรีธรรมราช,3/9/2016,10.00,ความเร็วลมสุงสุด
252,552401,ฉวาง,นครศรีธรรมราช,3/9/2016,0.00,ปริมาณฝน
253,552401,ฉวาง,นครศรีธรรมราช,3/11/2016,87.00,ความชื้นสัมพัทธ์
254,552401,ฉวาง,นครศรีธรรมราช,3/11/2016,14.00,ความเร็วลมสุงสุด
255,552401,ฉวาง,นครศรีธรรมราช,3/11/2016,0.00,ปริมาณฝน
256,552401,ฉวาง,นครศรีธรรมราช,3/12/2016,97.00,ความชื้นสัมพัทธ์
257,552401,ฉวาง,นครศรีธรรมราช,3/12/2016,8.00,ความเร็วลมสุงสุด
258,552401,ฉวาง,นครศรีธรรมราช,3/12/2016,0.00,ปริมาณฝน
259,552401,ฉวาง,นครศรีธรรมราช,4/1/2016,83.00,ความชื้นสัมพัทธ์
260,552401,ฉวาง,นครศรีธรรมราช,4/1/2016,5.00,ความเร็วลมสุงสุด
261,552401,ฉวาง,นครศรีธรรมราช,4/1/2016,0.00,ปริมาณฝน
262,552401,ฉวาง,นครศรีธรรมราช,4/6/2016,80.00,ความชื้นสัมพัทธ์
263,552401,ฉวาง,นครศรีธรรมราช,4/6/2016,11.00,ความเร็วลมสุงสุด
264,552401,ฉวาง,นครศรีธรรมราช,4/6/2016,0.00,ปริมาณฝน
265,552401,ฉวาง,นครศรีธรรมราช,4/8/2016,90.00,ความชื้นสัมพัทธ์
266,552401,ฉวาง,นครศรีธรรมราช,4/8/2016,14.00,ความเร็วลมสุงสุด
267,552401,ฉวาง,นครศรีธรรมราช,4/8/2016,7.40,ปริมาณฝน
268,552401,ฉวาง,นครศรีธรรมราช,4/10/2016,87.00,ความชื้นสัมพัทธ์
269,552401,ฉวาง,นครศรีธรรมราช,4/10/2016,12.00,ความเร็วลมสุงสุด
270,552401,ฉวาง,นครศรีธรรมราช,4/10/2016,8.90,ปริมาณฝน
271,552401,ฉวาง,นครศรีธรรมราช,4/11/2016,95.00,ความชื้นสัมพัทธ์
272,552401,ฉวาง,นครศรีธรรมราช,4/11/2016,7.00,ความเร็วลมสุงสุด
273,552401,ฉวาง,นครศรีธรรมราช,4/11/2016,15.30,ปริมาณฝน
274,552401,ฉวาง,นครศรีธรรมราช,4/12/2016,96.00,ความชื้นสัมพัทธ์
275,552401,ฉวาง,นครศรีธรรมราช,4/12/2016,5.00,ความเร็วลมสุงสุด
276,552401,ฉวาง,นครศรีธรรมราช,4/12/2016,27.40,ปริมาณฝน
277,552401,ฉวาง,นครศรีธรรมราช,5/4/2016,75.00,ความชื้นสัมพัทธ์
278,552401,ฉวาง,นครศรีธรรมราช,5/4/2016,11.00,ความเร็วลมสุงสุด
279,552401,ฉวาง,นครศรีธรรมราช,5/4/2016,0.00,ปริมาณฝน
280,552401,ฉวาง,นครศรีธรรมราช,5/10/2016,92.00,ความชื้นสัมพัทธ์
281,552401,ฉวาง,นครศรีธรรมราช,5/10/2016,14.00,ความเร็วลมสุงสุด
282,552401,ฉวาง,นครศรีธรรมราช,5/10/2016,0.00,ปริมาณฝน
283,552401,ฉวาง,นครศรีธรรมราช,5/12/2016,96.00,ความชื้นสัมพัทธ์
284,552401,ฉวาง,นครศรีธรรมราช,5/12/2016,7.00,ความเร็วลมสุงสุด
